AAPL,Apple hits record high but leaves some investors in dust,Apple closes at record high for first time since 2015
ADM,BRIEF-Archer Daniels on Feb. 9 board approved an amendment to company's bylaws - SEC filing
AGN,Allergan to buy fat-fighter Zeltiq Aesthetics for $2.48 billion,Allergan adds ice and a slice to M&A cocktail,CORRECTED-UPDATE 2-Allergan to buy Zeltiq Aesthetics for about $2.48 bln,BRIEF-Allergan agrees to acquire Zeltiq for $2.48 bln,Allergan agrees to buy Zeltiq for about $2.48 bln
AIG,BRIEF-Capital Research Global Investors reports 7.5 pct passive stake in American International Group as of Dec 30
APA,BRIEF-Apache declares cash dividend on common shares
BA,BRIEF-Aviall expands its exclusive distribution agreement with Triumph Group
BDX,BRIEF-Becton Dickinson announces early access program for BD Resolve single-cell analysis platform
C,BRIEF-Sibanye closes syndication of $2.65 bln bridge facilities to support Stillwater deal
CB,Tracking Dan Loeb's Third Point Portfolio - Q4 2016 Update
CME,"BRIEF-CME Group's  board amended and restated company's bylaws primarily to implement ""proxy access"""
DAL,BRIEF-Delta to pay out more than $1 bln in profit sharing on Feb 14,Delta Air Lines offers to buy additional Aeromexico stake,BRIEF-Delta Air launches cash tender offer to acquire additional shares of Grupo Aeroméxico,BRIEF-Delta announces intention to acquire additional shares of Grupo Aeroméxico
DD,DuPont settles lawsuits over leak of chemical used to make Teflon,DuPont settles lawsuits over leak of chemical used to make Teflon,DuPont settles lawsuits over Teflon-making chemical leak,BRIEF-Dupont reaches global settlement of multi-district PFOA litigation
DO,"BRIEF-Diamond Offshore announces tax expense adjustment to Q4, FY16 earnings"
EBAY,BRIEF-eBay and aeropost.com enter expanded partnership
FSLR,BRIEF-FIRST SOLAR SELECTED FOR 63MW KIDSTON SOLAR PROJECT IN AUSTRALIA,BRIEF-Zorlu Enerji says Zorlu Holding signs exclusive distribution agreement with First Solar
GE,"BRIEF-General Electric, Aluminium of Greece sign deal to implement digital smelter solutions for AOG"
GILD,BRIEF-Gilead presents new phase 2 data on Bictegravir,BRIEF-Gilead announces findings from new preclinical study evaluating novel class of HIV Capsid inhibitors
GM,Hyundai Motor hires former GM researcher to lead self-driving car center
IBM,BRIEF--Entra signs new lease contract with IBM in Sundtkvartalet in Oslo
JPM,U.S. trial set over bitcoin exchange linked to JPMorgan hack probe
MAC,BRIEF-Macerich announces $500 mln share repurchase program
MDT,BRIEF-Medtronic Plc expands coronary portfolio
MRK,BRIEF-Capital World Investors reports 5.1 pct passive stake in Merck & Co as on Dec 30 - SEC Filing
MS,BRIEF-Mnuchin considering naming ex Morgan Stanley banker Justin Muzinich as undersecretary for domestic finance or counselor - Politico
PFE,BRIEF-Pfizer Inc reports  16.4 pct stake in ICU Medical
PHM,BRIEF-PulteGroup amends by-laws to implement proxy access
QCOM,BRIEF-Qualcomm announces first end-to-end 802.11ax Wi-Fi portfolio
RIG,Oil Majors' Plans - No Relief For Offshore Drillers,Transocean Report Portends A Very Long Winter
TSN,BRIEF-Tyson Foods says declared a quarterly dividend of $0.225 per share on class A common stock
WFC,"BRIEF-Wells Fargo & Co says issued $2 bln floating rate notes due Feb. 11, 2022"
WMT,"Exclusive: Wal-Mart to tear down walls between store, online buying operations - sources"
