AA,Alcoa ready to resume labor talks for Canada aluminum smelter
AAPL,U.S. stocks gain 1 percent led by tech gains; oil prices jump,Qualcomm to depose Apple services chief Eddy Cue,US STOCKS-Apple leads Wall Street rally as inflation fears ease,"US STOCKS-Apple, tech stocks lead Wall Street rally",US STOCKS-Apple leads Wall St rally after choppy start on jobs report,Buffett's Berkshire Hathaway bought 75 mln more Apple shares in Q1- CNBC,BRIEF-Buffett's Berkshire Hathaway Bought 75 Million Apple Shares In First Quarter - CNBC
ALK,BRIEF-Alaska Air Group Sets Regular Quarterly Cash Dividend Of $0.32 Per Share
AMAT,BRIEF-TSMC Orders Machinery Equipment Worth T$1.06 Bln From Applied Materials South East Asia
AON,BRIEF-Aon Reports Q1 Earnings Per Share $2.35 Including Items
CAG,"Jana, ConAgra end standstill as Pinnacle Foods comes under pressure to sell","BRIEF-Conagra Says Co, Jana Partners Mutually Agreed To Terminate Disclosed Amended, Restated Cooperation Agreement Dated May 27, 2016"
CAT,Caterpillar taps National Grid's Andrew Bonfield as CFO,BRIEF-Caterpillar Says Its Board Appointed Andrew Bonfield As CFO,Caterpillar names National Grid's Andrew Bonfield as CFO
CL,Colgate names company veteran as chief financial officer,BRIEF-Colgate-Palmolive Co Appoints Henning Jakobsen As CFO
CME,"CME Group considers raising corn, soybean storage rates","After rocky start to SOFR, investors may be slow to embrace futures"
CNP,BRIEF-Centerpoint Energy Qtrly EPS $0.38,BRIEF-CenterPoint Energy Reports Q1 Earnings Per Share $0.38
COP,BRIEF-Conocophillips Sets Quarterly Dividend Of $0.285Per Share
CVX,"BRIEF-SA's Competition Tribunal Says Chevron SA, Other Oil Firms Settle Information Sharing Complaint For Supply Of Diesel"
DTE,BRIEF-DTE Energy Co Reaffirms Its 2018 Operating EPS Guidance
EOG,BRIEF-EOG Resources CEO Says 'No Interest In Expensive Corporate M&A'
FOXA,BRIEF-Fox News Appoints Lily Fu Claffee General Counsel
GE,Printing body parts in hospital shows 3D tech's growing reach
HCA,Hospital operator HCA spends big to keep nurses on board
HSY,BRIEF-Hershey Says Board Announced Quarterly Dividend Of $0.656 On Common Stock
IP,BRIEF-Smurfit Kappa reaffirms strong rejection of International Paper bid,Smurfit Kappa earnings soar as it fights off International Paper interest
JPM,JPMorgan names head of artificial intelligence research
KMX,BRIEF-Carmax Says CEO William Nash's FY 2018 Total Compensation Was $7.8 Mln
LUV,"Glare on Southwest highlights tense relationship between management, mechanics"
MAR,BRIEF-Marriott Declares Increased Quarterly Cash Dividend Of $0.41 Per Share
NAVI,BRIEF-Canyon Capital Advisors Reports A 9.6 Pct Stake In Navient Corp As Of May 2
NKE,Nike lawsuit says Puma copied patented shoe technology
PEP,"BRIEF-Pepsico Says Shareholders Approved, On An Advisory Basis, Pepsico's Executive Compensation"
QCOM,Qualcomm to depose Apple services chief Eddy Cue,BRIEF-Datang Telecom's Smartphone Chip JV With Qualcomm (China) Gets Anti-Monopoly Regulator's Approval
SBUX,"Nestle close to deal for Starbucks bagged coffee, drinks business: reports",Nestle close to deal with Starbucks on its grocery business - reports
SLB,"Sri Lanka to sign deals with Total, Schlumberger for seismic study"
SLG,BRIEF-SL Green Realty Says Coty Signed 10-Year Lease For 30 Times Square Property
SPGI,BRIEF-S&P Global Files Prospectus Supplement Related To Offering $500 Mln Of 4.500 Pct Senior Notes Due 2048
STT,Ex-State Street employee accused by U.S. of defrauding insurer,Ex-State Street employee accused by U.S. of defrauding insurer
T,"AT&T says selling DirecTV, Turner would 'destroy' value of Time Warner merger"
TGT,BRIEF-Target Corp Says CEO Brian Cornell's FY 2017 Total Compensation Was $8.4 Mln
UTX,Hedge fund Third Point pushes United Tech to break up,EU mergers and takeovers (May 4),BRIEF-United Technologies Says Disagrees With Several Of Assertions In Third Point Letter,UTC gains EU antitrust approval to buy Rockwell Collins
VAR,"Chinese firm makes last-minute $1.4 billion offer for Australia's Sirtex, trumps Varian",Australia's Sirtex gets $1.4 bln takeover offer from China's CDH Investments
VFC,VF shares dive as investors worry jeans still a 'pain point',Vans shoes maker VF's quarterly revenue top estimates,BRIEF-VF Corp Sees FY 2019 Adjusted Earnings Per Share Of $3.48 To $3.53
VZ,BRIEF-Verizon Files Pricing Term Sheet With U.S. SEC Related To Offering Of $730 Million 5.32% Notes Due 2053,BRIEF-Verizon Files Preliminary Prospectus Supplement Related To Potential Notes Offering
WFC,Wells Fargo to pay $480 million to resolve lawsuit related to sales scandal,BRIEF-Wells Fargo Reaches Agreement In Principle To Resolve Consolidated Securities Fraud Class Action
WMT,Flipkart yet to finalize stake sale deal with Walmart-sources,India's Flipkart yet to finalize stake sale deal with Walmart-sources,India's Flipkart approves $15 billion stake sale to Walmart-led group: Bloomberg,BRIEF-Flipkart Board Approves $15 Bln Stake Sale Deal To Walmart - Bloomberg Citing Sources
WYNN,BRIEF-Wynn Resorts Urges Co's Shareholders To Vote For All Three Wynn Directors
XOM,Exxon Baton Rouge refinery shuts second-largest crude unit -sources
XRX,BRIEF-Fujifilm Says Will Continue to Request Xerox Board To Fulfill Agreement,BRIEF-Carl Icahn And Darwin Deason Release Open Letter To Xerox Shareholders,"Xerox says CEO, board to stay after agreement with Icahn, Deason expires",BRIEF-Xerox Says Settlement Agreement With Carl Icahn And Darwin Deason Has Expired
