A,BRIEF-Agilent acquires Next Generation Sequencing IP portfolio
AAPL,Qualcomm accuses tech group of 'misdirecting' trade regulators,iPhone supplier AMS raises mid-term revenue target
ABBV,U.S. jury finds AbbVie liable for misrepresentation in AndroGel verdict,U.S. jury finds AbbVie liable for misrepresentation in AndroGel verdict,U.S. jury finds AbbVie liable for misrepresentation in first AndroGel verdict
AMAT,BRIEF-Applied Materials appoints Dan Durn as CFO
AMZN,Organic ranchers eye Amazon distribution ahead of Whole Foods deal
BA,UPDATE 1-Ryanair says in talks with Boeing about possible Max 10 order,Ryanair says would consider Boeing's Max 10 if price was right
BLK,MOVES--Vanguard names BlackRock's Juan Manuel Hernandez as Mexico head
BMY,BRIEF-FDA accepts Bristol-Myers Squibb's applications for Opdivo
C,MOVES-Citi names UBS exec as head of EMEA diversified industrials,MOVES-Citi names UBS exec as head of EMEA diversified industrials,BRIEF-Citi announces collaboration with Cornell Tech
CF,BRIEF-CF Industries says John W. Eaves and Michael J. Toelle elected to Board
CMG,"Analysts cut Chipotle stock target, question menu price hikes"
CTL,CenturyLink CEO says disagrees with Minnesota claims
CVX,"CORRECTED-BRIEF-Cal/OSHA, Chevron reach settlement for plan to improve safety at Chevron Richmond refinery​"
DRI,J.C. Penney names former Darden CFO as finance chief
GE,"GE shares fall as profit slumps, investors await new CEO's targets"
GLW,BRIEF-Corning and Gerresheimer collaborate to deliver new Corning valor(tm) glass to the pharmaceutical packaging market
GM,BRIEF-Globetouch and Verizon Telematics to work with General Motors for OnStar expansion,BRIEF-General Motors sets quarterly dividend of $0.38/share,BRIEF-Shanghai Baolong Automotive wins tyre related contract with General Motors' Brazil unit
GOOG,BRIEF-Alphabet reports qtrly earnings per share of $5.01,BRIEF-Alphabet says Q2 aggregate paid clicks were up 52 pct,Alphabet profit slumps on record $2.7 bln EU fine,BRIEF-Alphabet Inc Q2 results press release,BRIEF-Alphabet appoints Sundar Pichai to its board,Alphabet appoints Google CEO Pichai to board
GOOGL,BRIEF-Alphabet reports qtrly earnings per share of $5.01,BRIEF-Alphabet says Q2 aggregate paid clicks were up 52 pct,Alphabet profit slumps on record $2.7 bln EU fine,BRIEF-Alphabet Inc Q2 results press release,BRIEF-Alphabet appoints Sundar Pichai to its board,Alphabet appoints Google CEO Pichai to board
HAL,Oil rises 1 percent after Saudi vows to cap crude exports next month,Halliburton sees North America customers 'tapping the brakes',"BRIEF-Halliburton, on North America, says rig count growth is showing signs of plateauing - conf call",BRIEF-Halliburton reports Q2 adj EPS $0.23 from continuing operations,Halliburton swings to quarterly profit
HAS,"Hasbro posts smallest sales beat in 1-1/2 years, shares drop",BRIEF-Hasbro Inc reports Q2 earnings per share $0.53,Hasbro's quarterly sales rise 10.6 pct
HON,"Honeywell beats profit estimates, lifts full-year forecasts"
HUM,Healogics picks trademark fight with Humana over 'HealthLogix' mark
IVZ,BRIEF-Invesco receives unitholder approval for merger of two of its funds
JNJ,"US STOCKS SNAPSHOT-J&J weighs on Dow, S&P; Nasdaq hits record","Merck, Samsung Bioepis launch discounted U.S. Remicade alternative","US STOCKS-S&P, Dow lower as Johnson & Johnson drags"
JPM,BRIEF-J.P. Morgan launches new MBS agency index
KO,Coke Femsa loses key Brazil distribution deal; shares slump
LMT,"BRIEF-Lockheed Martin Aeronautics says Lockheed Martin F-35s surpass 100,000 flight hours"
MRK,Merck immunotherapy fails to improve survival in head and neck cancer,BRIEF-Merck provides update on phase 3 study of keytruda,FDA tentatively approves Merck's copycat of Sanofi's Lantus,"Merck, Samsung Bioepis launch discounted U.S. Remicade alternative","Merck, Samsung Bioepis launch discounted U.S. Remicade alternative",BRIEF-Merck announces U.S. launch of Renflexis,BRIEF-Merck announces week 96 results from Oncemrk
MS,Hong Kong rejects IPO application of Morgan Stanley-backed insurance broker
MSI,BRIEF-Motorola Solutions files patent infringement complaints in Germany
PFE,BRIEF-Pfizer announces positive top-line results
PLD,BRIEF-Prologis says Nippon Prologis REIT will issue new investment units
PYPL,PayPal invests in online lender LendUp
R,BRIEF-Tecsys Inc- announced partnership with Ryder System Inc​
SWK,BRIEF-Stanley Black & Decker Q2 earnings per share $2.01 excluding items
SYF,"GE shares fall as profit slumps, investors await new CEO's targets"
SYK,BRIEF-Advisory Firms ISS & Glass Lewis support plan of arrangement between co and Stryker Corp
T,BRIEF-AT&T to build global network for Omnicom Group
VFC,BRIEF-VF Corp reports Q2 EPS $0.29 from continuing operations,BRIEF-VF Corporation chairman Eric C. Wiseman announces retirement
VZ,BRIEF-Globetouch and Verizon Telematics to work with General Motors for OnStar expansion
WBA,BRIEF-Walgreens Boots Alliance comments on 340B program
WFC,Wells Fargo asks court to require client information be returned,Wells Fargo asks court to require client information be returned,BRIEF-Wells fargo discloses accidental client-data release - WSJ,BRIEF-Wells Fargo announces Don Hayes as head of business banking for new Ohio & Western Pennsylvania region
WMT,Shares in Britain's B&M rise on report Asda eyeing takeover bid
WU,BRIEF-Western Union announces agreement with BP Australia
XRX,VEON names former Xerox CEO Ursula Burns as chairwoman,VEON board elects former Xerox CEO Ursula Burns as chairman
