AAPL,Taiwan fines Qualcomm $774 million for antitrust violations
ADP,"Ackman reaches out to ADP retail investors, softens image"
AGN,Texas judge poised to decide if Allergan patent deal with Mohawks was a sham
AIG,Ending AIG's systemic-risk status raises questions on stability body's role
AKAM,BRIEF-Akamai agrees to acquire Nominum
AMZN,BRIEF-Amazon introduced new way for teens 13 through 17 years old to shop on Amazon with their own login
BA,BRIEF-Trudeau says confident can get NAFTA deal done by end of 2017,Leahy to bow out from Airbus at year-end after final sales push
BDX,EU mergers and takeovers (Oct 11)
BLK,BlackRock closes in on $6 trillion in assets as index funds boom,BlackRock's Fink warns of risk of inverted bond yield curve,BlackRock weighing out-of-pocket payments globally for research: CEO,UPDATE 1-BlackRock's Fink warns of risk of inverted bond yield curve,BlackRock's Fink warns of risk of inverted bond yield curve,BRIEF-Blackrock CEO Fink says we now manage close to $6 trillion - CNBC ,BRIEF-BlackRock reports Q3 adjusted earnings per share of $5.92,Asset manager BlackRock's third-quarter profit rises
CAT,BRIEF-Caterpillar maintains dividend rate
CNC,BRIEF-Centene ‍comments on updated Medicare Star quality ratings for 2018 ​
CSX,CSX customers demand end to shipping bottlenecks as CEO apologizes,Major U.S. rail customers to air complaints over CSX at hearing
CVX,Chevron says U.S. Gulf operations back to normal after Nate
DAL,Delta refuses to pay tariffs on Bombardier CSeries jets
ECL,BRIEF-Ecolab agrees to sell equipment care business to Audax
FAST,BRIEF-Fastenal Co reports Q3 earnings per share $0.50
FB,Facebook to sell portable headset for virtual reality,"Facebook to launch new virtual reality headset, 'Oculus Go'"
GM,GM says China September vehicle sales up 6.6 percent year on year
GS,Goldman creates 'brain trust' in effort to boost deals business,Breakingviews - Goldman necessity mothers M&A invention,"Goldman sees Brent crude prices holding up, more inventory draws",Goldman creates 'brain trust' in effort to boost deals business,Qatar National Bank Q3 profit up 7 pct -Reuters calculations
GT,BRIEF-Goodyear increases dividend on common stock 40 pct
HON,UPDATE 1-France's Areva to cut Niger uranium production on price drop,"Areva's Niger uranium mines to cut staff, slash production -union"
HPQ,BUZZ-Global PC shipments slip for 12th straight quarter - Gartner
IP,BRIEF-International Paper Co says latest appoinments makes size of its board 15,BRIEF-International Paper Co's board of directors elects two new board members
JNJ,"US STOCKS-Dow inches up to record-high on gains in J&J, Wal-Mart"
JPM,Net shorts on U.S. longer-dated bonds fall from record high -JPMorgan
KR,"Kroger exploring sale of convenience stores, shares rise",Deals of the day-Mergers and acquisitions,"UPDATE 3, CORRECTED-OFFICIAL-Kroger exploring sale of convenience stores, shares rise",BRIEF-Kroger clarifies annual sales from convenience store unit in 2016,BRIEF-Kroger says exploring strategic alternatives for convenience store business​,Kroger says exploring sale of convenience stores business,BRIEF-Kroger in investor meeting- expect 2018 EPS to be flat or slightly grow 
LLY,BRIEF-‍BIOLOGICS SAYS SELECTED BY ELI LILLY TO BE IN LIMITED DISTRIBUTION NETWORK FOR VERZENIO​
MRK,Merck says will not seek approval of cholesterol treatment,BRIEF-Merck provides update on Anacetrapib development program
MSFT,"Microsoft, Apple among companies urging U.S. Supreme Court to weigh gay workers' rights","Microsoft, Apple among companies urging U.S. Supreme Court to weigh gay workers' rights","Exclusive: Despite sanctions, Russian organizations acquire Microsoft software",Factbox: Entities subject to sanctions that bought Microsoft products
MU,BRIEF-Nanya Technology sells stake in Micron Technology for $20.4 mln
NFLX,Helios and Matheson reaps benefits of MoviePass frenzy
PFE,BRIEF-Nestle has no comment on Pfizer's consumer healthcare business
PG,Peltz's Procter & Gamble defeat could be more humbling than harmful
QCOM,Taiwan fines Qualcomm $774 million for antitrust violations,BRIEF-Qualcomm comments on fine imposed by Taiwan FTC,BRIEF-Qualcomm fined $773 million in Taiwan for antitrust violations - Bloomberg
R,BRIEF-Ryder acquires Dallas Service Center to expand fleet maintenance network
RIG,Noble Corp.: Why It's So Weak,The 'Last Great Secular Oil Bull Market' Has Begun,"Seadrill: Price Target 5 Cents, 85% Downside"
T,"AT&T says hurricanes, earthquakes hurt third-quarter results","BRIEF-AT&T reiterates FY17 guidance, continues to assess hurricane losses",AT&T expects 3rd-qtr to be hurt by hurricanes in U.S.
TDG,BRIEF-Transdigm Group fixes number of directors at 11
TROW,BRIEF-T. Rowe Price reports preliminary month-end assets under management
UTX,BRIEF-United Technologies adds Meghan O'Sullivan to its board,BRIEF-United technologies sets quarterly dividend of $0.70/share
WMT,Fitch Rates Wal-Mart's $6B Issuance 'AA'; Outlook Stable,BRIEF-Walmart files prospectus supplement related to potential seven-part notes offering - SEC filing
