ADM,BRIEF-Suzan Harrison nominated to Archer Daniels Midland board,BRIEF-Archer Daniels CEO Juan Luciano 2016 total compensation $14 mln vs. $9.4 mln in 2015
AGN,BRIEF-Allergan Plc says CEO Brenton Saunders's 2016 total compensation $4.1 mln - SEC Filing
AIG,AIG executives meet analysts to push resiliency message
AIZ,BRIEF-Assurant CEO Alan Colberg's 2016 total compensation $7.8 mln
ALK,BRIEF-Alaska Air Group says CEO Bradley Tilden's total compensation for 2016 was $4.2 million
AMZN,Amazon.com wins $1.5 bln tax dispute over IRS
ANTM,Judge dismisses two Express Scripts claims in Anthem drug pricing lawsuit,Judge dismisses two Express Scripts claims in Anthem drug pricing lawsuit
APD,Air Products drops $1.5 billion bid for China's Yingde Gases,"BRIEF-Air Products and Chemicals-Determined ""not in best interests of cos' shareholders to continue"" pursuing acquisition of Yingde Gases Group"
BA,"Electroimpact to pay $485,000 over alleged hiring discrimination","UPDATE 1-Electroimpact to pay $485,000 over alleged hiring discrimination","Electroimpact to pay $485,000 over alleged hiring discrimination",How a border tax could divide Boeing and its suppliers
BLK,BRIEF-BlackRock at 5 pct of Snam as of March 21 - filing
BMY,BRIEF-Bristol-Myers Squibb receives positive CHMP opinion recommending opdivo
GOOG,"BRIEF-Moody's says Alphabet's loss of ""notable advertisers"" on YouTube platform credit negative, but does not impact AA2 rating"
GOOGL,"BRIEF-Moody's says Alphabet's loss of ""notable advertisers"" on YouTube platform credit negative, but does not impact AA2 rating"
HAL,Halliburton warns of first-quarter profit miss as costs rise,Halliburton warns of Q1 profit miss as costs rise
HD,Home Depot must again face lawsuit over employee's murder -US court,Home Depot must again face lawsuit over employee's murder: U.S. court,BRIEF-Home Depot says became aware of EPA investigation into co's compliance with lead-safe work practices in Jan
JPM,MOVES-JPMorgan Asia equity capital markets head leaves -IFR,Barry Meyers to rejoin JPMorgan after almost two years at Barclays
KHC,BRIEF-Kraft Heinz to reduce about 200 salaried positions in U.S. and Canada
KO,Fitch Affirms Coca-Cola's IDRs at 'A+/F1'; Outlook Negative,Coke and Pepsi get mixed reviews in bid to clean up Brazil sugar supplies
M,BRIEF-Macy's CEO Gennette's annual base salary will be $1.25 mln - SEC filing
MCD,"BRIEF-Mcdonald's director John Mulligan reports open market purchase of 1,600 shares of co's common stock at average price of $128.94/share on March 22"
MRK,BRIEF-European Medicines Agency's CHMP recommends approval of Merck's keytruda
MUR,BRIEF-Murphy Oil Corp's CEO's total compensation for 2016 was $8.5 mln
NTRS,"Fed gives four foreign banks 'living will' extension, faults Northern Trust","Fed gives four foreign banks 'living will' extension, faults Northern Trust",CORRECTED-Fed gives Northern Trust 'living will' extension along with four foreign banks
OXY,BRIEF-Occidental Petroleum CEO Hollub's 2016 total compensation $13 mln
PBI,BRIEF-Pitney Bowes - CEO Marc Lautenbach's FY 2016 total compensation was $6.04 mln
PPG,PPG chief snubbed by Akzo during Netherlands visit,"PPG CEO leaves Netherlands, remains ready to meet with Akzo boards","PPG CEO leaves Netherlands, remains ready to meet with Akzo boards",BRIEF-PPG announces automotive and industrial coatings price increases in Europe
PVH,"BRIEF-PVH Corp, Li & Fung Ltd form new strategic supply chain partnership"
RIG,Energy Recap: Eyes On Ethanol
SLB,"Schlumberger, Weatherford to form joint venture",BRIEF-Weatherford and Schlumberger to form OneStim joint venture
SRE,BRIEF-Sempra Energy's CEO Debra Reed's 2016 total compensation was $18.8 mln
TGNA,BRIEF-Gannett Co CEO Robert Dickey's total compensation for 2016 was $6.9 mln
UPS,Judge finds UPS liable to New York over cigarette shipments,Judge finds UPS liable to New York over cigarette shipments,Judge finds UPS liable to New York over cigarette shipments,"BRIEF-UPS found liable after NY cigarette shipments trial, damages to be determined later"
XOM,BRIEF-Exxonmobil recommends shareholders reject the below-market mini-tender offer by TRC Capital Corp
XRX,BRIEF-Xerox Corp - CEO Ursula Burns' 2016 total compensation was $14.1 mln vs $10.6 mln in 2015
YUM,BRIEF-Yum! Brands declares quarterly dividend of $0.30 per share
