AAPL,Apple pushes recycling of iPhone with 'Daisy' robot
AMZN,Amazon to ramp up counterfeit reporting to law enforcement,"India orders antitrust probe of Amazon, Walmart's Flipkart","India orders antitrust probe against Amazon, Walmart's Flipkart","As Amazon.com flexes its muscle, Seattle moves to curb corporate political donations"
BA,New Boeing chief executive: planemaker can be 'much better',Boeing's worst year in decades,GRAPHIC-Boeing's worst year in decades,New Boeing chief executive takes over with 737 MAX crisis unresolved
BKR,Canadian drillers add most rigs in a week in five years: Baker Hughes
BK,BRIEF-Galp: Bank Of New York Mellon Decreases Its Holdings To Below 2%
C,Citi's corporate banking arm aims to pick up steam as market cools down
CME,"RPT-COLUMN-As metal trade shrinks, exchanges fight back with new products: Andy Home"
EQT,EQT Corp to take up to $1.8 bln charge as U.S. gas prices at two-decade lows
F,Ford's China vehicle sales drop 26% in third straight year of decline,Ford's vehicle sales in China tumble 26.1% in 2019
GM,China's BYD names former GM president Kevin Wale as senior adviser
GS,"UPDATE 2-MOVES-Goldman Sachs info officers, wealth head named to top committee","MOVES-Goldman Sachs' information officers, wealth head named to top committee"
MSFT,Microsoft CEO Nadella says saddened by India's citizenship law: BuzzFeed
NKE,U.S. rejects Avenatti claim that 'document dump' justifies Nike trial delay,"Avenatti objects to U.S. 'document dump,' seeks possible Nike trial delay"
OXY,The real price of Occidental's 'costless' oil hedge
PFE,"Biogen to buy early-stage potential Alzheimer's, Parkinson's treatment from Pfizer"
V,Visa nearing a deal to buy fintech startup Plaid - WSJ
WFC,New Wells Fargo CEO brings Wall Street swagger to storied bank
WMT,Walmart sacks 56 executives in India as part of restructuring,Walmart India says eight senior staff among 56 executives fired,Walmart sacks around 50 executives in India restructuring-sources
