AAP,BRIEF-Advance Auto Parts CEO Greco's 2016 total compensation $22.8 mln
ACN,"Accenture's full-year profit forecast disappoints, shares fall",BRIEF-Accenture to buy First Annapolis,BRIEF-Accenture reports Q2 earnings per share of $1.33
AMGN,BRIEF-European Commission approves Amgevita for treatment of certain inflammatory diseases
AMZN,Amazon.com wins $1.5 billion tax dispute over IRS,BRIEF-Amazon.Com Inc defeats IRS in tax-court case - WSJ,"Amazon's Souq buy is cheap, curious trinket"
BA,"BRIEF-Boeing says 11 new orders for 737s for week through March 21, 2017"
BAC,BRIEF-Bank of America submits application for delisting from TSE
BLK,Nintendo shares rise after filing shows BlackRock owns 5 percent stake
BMY,BRIEF-Bristol-Myers' CEO Caforio's 2016 total compensation $16.9 mln
C,MOVES-Lawson joins Permira Debt Managers from Citi
CAG,"Fewer discounts, higher prices drive Conagra's profit beat",Conagra's quarterly sales fall 9.9 pct
CME,UPDATE 1-French financial markets watchdog wants special access rules for UK,French watchdog wants tighter market access rules for UK
CVS,CVS beats class certification bid in generic drug overcharging case
CVX,BRIEF-Toisa says Chevron agreed to ratify its charter with co's united ideal vessel to cover a 30-day voyage from Arabian Gulf to South Africa
DAL,BRIEF-Delta plans new daily nonstop service between New York-JFK and Rio De Janeiro
DG,BRIEF-Dollar General says board amended and restated company's bylaws
DIS,Disney board extends CEO Iger's contract by one year,"BRIEF-Walt Disney extends Robert Iger's employment term as chairman, CEO to July 2, 2019",Disney extends CEO Iger's contract to July 2019,"BRIEF-Walt Disney Company extends Robert Iger's contract as chairman and CEO to July 2, 2019"
DOV,BRIEF-Dover CEO Robert Livingston's 2016 compensation $8.3 mln vs $8.3 mln in 2015
DOW,EU regulators to clear Dow and ChemChina deals next week: sources
EMN,BRIEF-Eastman chemical says CEO Mark J. Costa's 2016 total compensation $11.4 mln vs $9.9 mln in 2015
FCX,Freeport-McMoRan sees no material impact on output from Peru strike
FL,BRIEF-Foot Locker CEO Richard Johnson's 2016 total compensation $8.7 mln vs $8.6 mln in 2015 - SEC filing
FOXA,BRIEF-Twenty-First Century Fox unit extended until April 6 expiration date of offer to exchange up to $450 mln of 3.375 pct notes due 2026
GS,"For Goldman Sachs, a rare pass from shareholder resolutions"
HSY,Hershey and its trust tap new board members
INTC,SEC charges two Israeli residents with Mobileye insider trading,BRIEF-SEC accuses two Israeli residents of insider trading ahead of Intel-Mobileye merger,BRIEF-Intel raises quarterly dividend by 5 pct,BRIEF-Intel elects two new members to the board
JNJ,"J&J, JPMorgan suspend YouTube ads over offensive videos",J&J latest to suspend ads from YouTube over offensive videos,BRIEF-Johnson & Johnson says to pause all YouTube digital advertising globally
JNPR,BRIEF-Juniper Networks CEO Rami Rahim's FY 2016 compensation $7.5 mln vs $9.4 mln in FY 2015
LMT,BRIEF-Lockheed Martin says to expand production for components of F-35 lightning II
M,BRIEF-Macy's board elects Jeff Gennette chief executive officer
MMM,BRIEF-Xpel Technologies and 3M Co report settlement agreement in patent infringement lawsuit
MRK,Merck employee's relative settles SEC insider trading case
MS,Bank of America Merrill Lynch hires four advisers from Morgan Stanley
MU,Micron's upbeat forecast rides on rising chip prices,BRIEF-Micron Technology posts Q2 earnings per share $0.90,BRIEF-Micron sees Q3 diluted earnings of $1.43/shr – $1.57/shr,Micron's quarterly revenue soars 58.4 percent
NUE,BRIEF-Nucor Corp says CEO John Ferriola's total compensation for 2016 was $10.6 mln
PFE,"FDA approves Pfizer, German Merck immunotherapy for skin cancer"
PM,BRIEF-Philip Morris International says CEO André Calantzopoulos' total compensation for 2016 was $18.1 mln
PPG,Akzo Nobel finds unwanted suitor PPG on its doorstep,Akzo Nobel's largest shareholder urges it to talk to bidder PPG,Akzo Nobel's largest shareholder urges it to talk to bidder PPG,Shareholders urge Akzo to negotiate with suitor PPG,Akzo Nobel CEO: won't meet with PPG to talk about bid
REGN,"GSK and Regeneron to mine gene data from 500,000 Britons"
RIG,Transocean Is A Value Bet In An Overvalued Market,Transocean: Getting Paid To Wait
T,"Striking AT&T workers in California, Nevada return to work"
VZ,BRIEF-Verizon to redeem debt securities,"Verizon, AT&T suspend ads from Google over offensive videos"
WDC,BRIEF-Western Digital has repriced EUR881 million of new euro-denominated term B-2 loans at interest rate of EURIBOR + 2.00%
WFC,"BRIEF-Great American Capital Partners, Wells Fargo Bank enters into an agreement with HHGREGG",Wells Fargo introduces cardless ATMs across U.S. in digital push
WMT,BRIEF-Walmart's Vudu launches mobile offering to convert DVDs and Blu-Rays into digital libraries
YUM,"BRIEF-Yum! Brands says Pizza Hut Holdings, KFC Holding, Taco Bell Of America enters refinancing amendment to credit agreement"
