AAPL,"Apple, Samsung beat NPE's appeal on data-transfer tech patents"
ABC,AmerisourceBergen loses bid to keep parts of N.Y. opioid case secret
AMZN,"At Amazon, facial recognition ban won just 2% of shareholder vote",Amazon shareholders reject facial recognition ban as concern grows in U.S. Congress
BA,U.S. regulator sees approval of Boeing 737 MAX to fly as soon as late June: sources,Boeing faces SEC probe into disclosures about 737 MAX problems: Bloomberg,Boeing faces SEC probe into disclosures about 737 MAX problems - Bloomberg,Boeing at two-week high as approval for 737 MAX to fly seen by late June,China airline association estimates losses from 737 MAX grounding at $579 million
GPN,Global Payments nearing $20 billion deal to buy Total System: source,"Global Payments, Total System explore potential deal - Bloomberg"
JPM,Exclusive: JPMorgan cuts ties with OxyContin maker Purdue Pharma - sources
LM,Legg Mason cuts about 12% of workforce days after naming Trian's Peltz to board
RIG,Offshore Drilling: Semi-Sub Fundamentals May 2019 Edition
TDG,TransDigm to repay $16 million for overcharging the Pentagon
UAL,United Airlines shakes up Avianca leadership after shareholder default,United Airlines extends cancellations of Boeing 737 MAX flights into August,UPDATE 3-United Airlines extends cancellations of Boeing 737 MAX flights into August,United Airlines says it is canceling Boeing 737 MAX flights through Aug. 3,United Airlines says willing to loan Avianca Holdings up to $150 million
