AAPL,Federal Circuit upholds verdict for Apple in Conversant patent case
AME,BRIEF-Mocon will be required to pay Ametek termination fee of $5.6 mln upon termination of merger,BRIEF-Ametek to acquire Mocon
APH,BRIEF-Amphenol CEO Richard Adam Norwitt's 2016 total compensation $7.4 mln vs. $7.3 mln in 2015
AXP,BRIEF-American Express preliminary card member loans stats for March
BA,BRIEF-Boeing selects Triumph Group to supply composite detail and assembly parts for 787 Dreamliner
BAC,Bank of America to pay $1 mln to settle racially biased hiring allegations,BRIEF-Bank of America says credit card charge-off rate was 3.06 percent in March
BMY,"BRIEF-Bristol-Myers,Nordic Bioscience announce collaboration for fibrosis biomarker technology"
C,2nd Circuit rejects class status in Citibank overtime dispute,Mexico oil boss at center of Citi loan fraud exits jail -source,"BRIEF-Citigroup credit card charge-offs, delinquency rates for March","MOVES-Citigroup, Northern Trust, Morningstar Credit Ratings",MOVES-Citi appoints Carmen Haddad as Saudi head,"BRIEF-Citigroup to name Carmen Haddad as head for Saudi Arabia - Bloomberg, citing sources"
CB,Dividend Contenders: 32 Increases Expected In The Next 11 Weeks
CINF,BRIEF-Cincinnati Financial expects Q1 results to include pretax catastrophe losses of about $106 mln
CMS,BRIEF-Theranos reaches global settlement agreement with CMS
COF,BRIEF-Capital One's March domestic credit card net-charge off rate 5.44 pct
DFS,BRIEF-Discover Financial Services says credit card delinquency rate 1.65 pct at March end
FB,Facebook says it will review handling of violent videos
FDX,U.S. prosecutors to monitor corporate cases after failed FedEx trial
FTR,BRIEF-Epix and Frontier Communications renew distribution agreement
GE,"Edison, GE unveil new battery systems at California gas plants"
GIS,8th Circuit sends General Mills age bias case to arbitration
GOOG,Google to open up Android to rivals in out-of-court deal with Russia,Google to open up Android to rivals in out-of-court deal with Russia
GOOGL,Google to open up Android to rivals in out-of-court deal with Russia,Google to open up Android to rivals in out-of-court deal with Russia
HOG,Harley offers rare incentives to shift bike overhang: dealers
JNJ,J&J's Janssen wins mid-trial dismissal of Risperdal injury case
JPM,BRIEF-JPMorgan Chase & Co delinquency rate 1.21 percent at March end
MDLZ,BRIEF-Dean foods Co and Kraft Macaroni & Cheese announce strategic collaboration
MHK,BRIEF-Beazer enters an agreement with Mohawk to include all flooring categories
MRK,BRIEF-Aurinia completes licensing deal with Merck Animal Health
MSFT,BRIEF-Rambus expands cryogenic memory collaboration with Microsoft
NFLX,BRIEF-Netflix reports quarterly earnings of $0.40 per share,Netflix's Q1 subscriber additions misses estimates,Indonesia's Telkom says in talks to team up with Netflix
NLSN,BRIEF-Nielsen Holdings says unit entered into amendment no. 3 relating to its 4th amended and restated credit agreement
NTRS,"MOVES-Citigroup, Northern Trust, Morningstar Credit Ratings",MOVES-Northern Trust Wealth Management hires new director of business owner consulting
PPG,PPG CEO: AkzoNobel independence plan riskier than merger
PYPL,BRIEF-Tio Networks receives final court approval for arrangement with Paypal Holdings
RIG,"Five Offshore Drillers - Technical Analysis Is Part Of The Solution, Not Part Of The Problem"
T,FCC approves Time Warner sale of Atlanta TV station,Verizon considering topping AT&T's bid to buy Straight Path-sources
TMO,BRIEF-Thermo Fisher Scientific transferred plastics for cell culture and vaccines to life sciences solutions segment
WFC,Wells Fargo chairman and CEO buy shares as bank aims to bounce back,Wells Fargo chairman and CEO buy shares as bank aims to bounce back,"BRIEF-Wells Fargo chairman Sanger buys 58,342 shares of co's common stock - filing","BRIEF-Wells Fargo CEO reports purchase of 39,000 shares of co's common stock - filing",Wells Fargo's banking agreement with Nevada extended,BRIEF-State of Nevada extends Wells Fargo banking agreement until 2021
WMT,Wal-Mart seeks online fashion presence through acquisitions,Wal-Mart seeks online fashion presence through acquisitions
