ABBV,AbbVie's lung cancer drug data disappoints; shares slump
ACN,Accenture trims profit margin forecast as spending grows; stock dives,BRIEF-Accenture Q2 Earnings Per Share $1.37,Accenture's revenue rises 15.2 percent
BA,Boeing loyalist Ryanair to fly first Airbus with Austria deal
BBY,BRIEF-Best Buy Says Board Elects Richelle Parham As Director,Best Buy cuts ties with China's Huawei: source,U.S. retailer Best Buy ends relationship with China's Huawei
BDX,BRIEF-Becton Dickinson Updates Instructions for Use for Certain BD Vacutainer Blood Collection Tubes
BMY,BRIEF-Bristol-Myers CEO's 2017 Total Compensation $18.7 Mln
C,Citi sets restrictions on gun sales by retail clients,"BRIEF-US LBM Holdings Inc Says Adds Citigroup, SunTrust Robinson Humphrey, Wells Fargo Securities To Its List Of Underwriters To The Ipo",Citi seeks to restrict gun sales by its retail clients,BRIEF-Citigroup Announces New U.S. Commercial Firearms Policy
CAG,"Conagra mitigates inflation hit with fewer discounts, cost control",BRIEF-Conagra Brands Qtrly Adj Diluted EPS From Cont Ops $0.61,Conagra profit more than doubles on gain from tax reform
CB,"Upcoming Dividends: 79 Companies, 25 Increases, 13 Double-Digit Increases"
CCL,Carnival's results beat on higher ticket prices; shares rise,BRIEF-Carnival Corp Q1 GAAP Earnings Per Share $0.54,"Carnival's profit driven by higher ticket prices, on-board spending"
CME,Paris unit of LCH to overtake London in some euro clearing after Brexit,"EXPLAINER-China aims to challenge Brent, WTI oil with crude futures launch"
CMG,Chipotle wins dismissal of investor lawsuit over foodborne illness,Chipotle wins dismissal of investor lawsuit over food-borne illness
CMS,BRIEF-CMS Proposes Regulation To Grant More Flexibility To States Within Medicaid Program
COG,BRIEF-Cabot Oil & Gas Corp Says CEO Dan Dinges' FY 2017 Total Compensation Was $12.4 Mln
CTAS,BRIEF-Cintas Q3 EPS $2.66 From Continuing Operations
DOV,BRIEF-Dover Says CEO's 2017 Total Compensation $9.95 Mln
DRI,BRIEF-Darden Restaurants Q3 Sales $2.13 Bln Vs I/B/E/S View $2.14 Bln
DUK,BRIEF-Duke Energy Corp Says CEO Lynn Good's FY 2017 Total Compensation Was $21.4 Mln Vs $13.8 Mln In FY 2016 - SEC Filing
EMN,BRIEF-Eastman Chemical Says CEO Mark Costa's FY 2017 Total Compensation Was $14.5 Mln Vs $11.4 Mln
