ABBV,AbbVie appeals $493 million FTC win over 'sham' AndroGel litigation
AMZN,Amazon's Bezos says robotic hands will be ready for commercial use in next 10 years,Amazon CEO Bezos says robotic hands ready for prime time in next 10 years,Amazon introduces 'StyleSnap' shopping recommendation feature,Amazon's new drones to start delivering packages in months
FDX,Exclusive: FedEx to hire 700 flexible rural and residential drivers
GS,FCA-Renault merger collapse a blow for Goldman and its alumni network: sources
JPM,U.S. Federal Reserve ends 2013 'London Whale' enforcement action against JPMorgan Chase,JPMorgan to shutter its smartphone bank account a year after nationwide launch
MSFT,CORRECTED-Brazil logistics firm Loggi raises $150 mln in new financing round
NOV,"BRIEF-National Oilwell Varco Announces Sale Of Two 20,000 Psi BOP Stacks To Transocean"
PG,Procter & Gamble keeps spending in Russia
RIG,"BRIEF-National Oilwell Varco Announces Sale Of Two 20,000 Psi BOP Stacks To Transocean",Transocean Drops To New Lows
SJM,Smucker quarterly sales miss overshadows upbeat outlook,J.M. Smucker quarterly sales miss estimates
T,AT&T eyes $16-$17-a-month streaming service: WSJ,AT&T eyes $16-$17-a-month streaming service - WSJ
VRTX,Vertex Pharmaceuticals expands into Duchenne gene therapy with new deals
WFC,Wells Fargo hires former Deutsche Bank executive for risk management team
WMT,VW's Electrify America to build more EV chargers at Walmart stores
XOM,Oil Search CEO says new PNG leader unlikely to demand big concessions on gas deals
