AAPL,"Apple Music appoints new head, hits 48 million subscribers"
ABT,BRIEF-Abbott Initiates Groundbreaking Study To Assess Superiority Of High-Resolution Imaging Versus Standard-Of Care Angiography In Treating Coronary Artery Disease
ADP,BRIEF-ADP Increases Quarterly Dividend By 10 Pct To $0.69/Share
AEP,"BRIEF-Oracle Utilities, American Electric Power Form Strategic Relationship"
ALXN,Deals of the day-Mergers and acquisitions,Biotech M&A rolls on as Alexion snaps up Wilson for $855 million,Alexion to buy Swedish biotech Wilson Therapeutics for $855 mln,BRIEF-Alexion To Acquire Wilson Therapeutics
AMGN,BRIEF-Amgen Says CEO Robert Bradway's FY 2017 Total Compensation Was $16.9 Mln
APA,BRIEF-Apache Corp Sees Q1 Dry Hole Costs Before Tax Of $15 Mln-$20 Mln
AWK,BRIEF-American Water Works Sets Pivotal Deal Termination At $25.1 Mln,"BRIEF-American Water Announces Common Stock Offering Of 2,320,000 Shares",BRIEF-American Water Announces Agreement To Acquire Pivotal Home Solutions
BA,BRIEF-Boeing Announces Global Fleet Care Agreements For Singapore Airlines And Scoot
BBBY,BRIEF-Bed Bath & Beyond Reports Q4 EPS $1.48 Excluding Items
BK,BRIEF-Steven Black Elected To BNY Mellon Board Of Directors
CAT,BRIEF-Caterpillar Maintains Dividend Rate
CME,"Rusal removed from share, debt indexes; Moscow mulls response",Russia says will give sanction-hit Rusal short-term liquidity,CME revokes approved status for Rusal's aluminum,CME revokes approved status for Rusal's aluminium,Cushing's oil market clout wanes amid U.S. export boom
COP,ConocoPhillips to cut 450 UK jobs on Southern North Sea production halt
CVS,CVS rolls out new tool to combat rising drug prices
CVX,"Chevron's new CEO gets $1.5 million salary, stock awards"
DUK,U.S. companies found ways to avoid taxes before tax bill: report
EFX,BRIEF-CTW Investment Group Urges Equifax's Shareholders To Vote Against Re-Election Of Directors
FAST,BRIEF-Fastenal Q1 Shr $0.61
FB,Instagram to allow users to download their data,US STOCKS-Facebook's rebound helps Wall Street cut losses,"FACEBOOK SHARES PARE LOSSES AND MOVE BACK INTO POSITIVE TERRITORY, LAST UP 0.04",Second day of U.S. congressional hearings awaits Facebook CEO Zuckerberg,Breakingviews - Washington zeroes in on correct Facebook target
GE,BRIEF-GE Signs Supply Agreement For Jenbacher Gas Engines In Russia
GT,BRIEF-Goodyear Names Nicholas Mitchell Senior Director Of Investor Relations
HON,BRIEF-GKN Aerospace Signs Deal With Honeywell As A Global Channel Partner
IPG,BRIEF-Interpublic Group Of Companies Says CEO Michael Roth's 2017 Total Compensation Was $16.9 Mln
IVZ,BRIEF-Invesco Canada Announces Filing Of Preliminary Prospectus For Invesco S&P 500 Equal Weight Index ETF
JNJ,"J&J, Imerys unit must pay $117 million in N.J. asbestos cancer case","J&J, Imerys must pay $80 mln punitive damages in case linking cancer to asbestos in talc",BRIEF-J&J Vision Announced Acuvue Oasys With Transitions Light Intelligent Technology Contact Lens
JPM,JPMorgan sued over fees for cryptocurrency purchases,Barclays hires JPMorgan's Tim McNulty as its security chief,Russia's Rusal to be ejected from CEMBI emerging debt indexes-JPMorgan
LM,BRIEF-Legg Mason Reports Assets Under Management And Flows For March 2018
LMT,Exclusive: Pentagon stops accepting Lockheed F-35 jets over repair cost dispute
LUV,BRIEF-Southwest Airlines And Aircraft Mechanics Fraternal Association Reach An Agreement In Principle For Aircraft Mechanics And Related Employees
LYB,BRIEF-LyondellBasell Says CEO Bob Patel's 2017 Total Compensation Was $17.6 Mln Vs $12.6 Mln
MA,BRIEF-U.S. Bank Mobile Payment Expands To Mastercard Business Travel Cards
MYL,BRIEF-Mylan Acquires Global Development & Marketing Rights For Meloxicam,BRIEF-Mylan NV Says Reaffirming 2018 Guidance,"BRIEF-Mylan, Biocon Seek To Accelerate Introduction Of Adalimumab Biosimilar In EU",BRIEF-Mylan Partners With Fujifilm Kyowa Kirin Biologics
NFLX,Netflix to pull all movies from Cannes film festival
ORCL,"BRIEF-Oracle Utilities, American Electric Power Form Strategic Relationship"
PRU,U.S. companies found ways to avoid taxes before tax bill: report
QCOM,BRIEF-Qualcomm Unveils The Vision Intelligence Platform
RIG,Transocean: Presenting A Rare Buying Opportunity
STZ,BRIEF-Jana Partners Reports 6.4 Pct Stake In Bloomin' Brands As Of April 9
T,Economist tells U.S. judge AT&T-Time Warner deal would harm consumers,Economist tells U.S. judge AT&T-Time Warner deal would harm consumers,BRIEF-AT&T And Crown Castle Expand Strategic Relationship
TROW,BRIEF-T. Rowe Price Preliminary Month End Assets Under Management For March
VRSN,BRIEF-Verisign Says CEO's FY 2017 Total Compensation Was About $9 Mln VS $10.7 Mln In FY 2016
WBA,BRIEF-Walgreens Boots Alliance Declares Regular Quarterly Dividend
WFC,"MOVES-Wells Fargo, BlueMountain Capital, Mariner, Aksia, Cushman & Wakefield, Rosenthal Collins"
WMB,BRIEF-Williams Companies Says CEO Alan Armstrong's 2017 Total Compensation Was $10.6 Mln Vs $10.1 Mln
XOM,"BRIEF-Exxonmobil Announces 84 Percent Increase In P'Nyang Resource, Potential Expansion In PNG",Exxon expects Papua New Guinea LNG project to restart in May
