ABBV,AbbVie wins reversal of $140 million verdict in case over AndroGel risks
BIIB,Biogen's Alzheimer's drug succeeds in mid-stage trial
C,"UBS head of France, Belgium, Luxembourg and Switzerland to leave for Citigroup - source"
CB,United Fire Looks A Little Overheated In A Still-Challenging Sector
COP,Conoco to depose Citgo in hunt for PDVSA's Caribbean assets
FB,"As inflation soars, Facebook drives trading in Argentina's barter clubs"
JPM,"German government, JPMorgan deny report on Deutsche Bank",JPMorgan denies report of interest in Deutsche Bank,Exclusive: JPMorgan triggers EU talent transfer as 'dozens' prepare for Brexit move
LMT,Exclusive: Northrop Grumman angles for role in Japanese stealth fighter program - sources
NOC,Exclusive: Northrop Grumman angles for role in Japanese stealth fighter program - sources
PSX,"Phillips 66's Borger, Texas refinery to restart gasoline unit Friday: sources"
XOM,Exxon halts work on PNG gas pipeline amid civil strife in highlands
